Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
OR51B2,3.325618128,4.390533322,3.603304648,3.491291397,4.032387464,3.695557776,3.221154255,3.584465921,3.897172367,4.219837912,3.81348364,3.587531995,4.05673915,3.905508546,4.143205617,3.485123557,3.5199305,4.137428642,4.016702243,3.18382026
OR51B4,3.287355439,3.567059405,3.066222726,3.395983269,3.043905414,3.220211781,2.60947671,2.928459471,2.980814402,3.346187955,2.670901146,2.69678368,3.099349608,2.838790796,3.022550553,3.255266363,3.119249775,2.990278642,3.787119995,3.128120609
OR51B5,3.514333497,3.693800072,3.477048181,3.406371383,3.659637693,3.839914722,3.70187619,3.278987675,3.414676195,3.490303366,3.1550799,3.491473227,3.569383321,4.208441462,3.525905822,3.412289046,3.375360075,3.845614173,3.733597415,3.275343096
OR51B6,3.073654029,3.362713255,2.872325957,3.28821235,3.105138551,3.338980318,2.669198914,2.852683188,2.848878459,2.693047567,2.908165124,3.15852003,3.05939339,3.040801028,3.191617669,2.569217877,2.68246801,3.242688724,2.913052255,2.427836994
OR51D1,3.272834002,4.191824861,3.974440234,3.333741491,3.878080766,3.242138971,3.41264267,4.011710376,3.593550608,3.214703503,3.386960724,3.181019095,3.81926363,3.580627936,3.673266187,3.714017991,3.468029438,4.115248559,3.892464777,3.34912947
OR51E1,4.020926514,4.56944274,4.303567735,4.266378944,4.47176291,5.278570024,5.322405102,3.916984626,5.055489091,4.077916797,4.921421166,5.436641901,5.357856982,4.990405917,4.495383017,4.702893419,4.008728429,4.607923791,5.566688954,4.639920474
OR51E2,3.328180861,3.479793841,3.4163029,3.34121566,3.509445904,3.294671296,3.562189175,3.163321056,3.645152658,3.991548139,3.541443228,3.820170182,4.065087775,3.407289592,3.463463697,3.149411145,3.357350328,4.214406856,3.207643907,3.271800047
OR51F1,2.950481232,2.970105401,3.150479637,3.536649805,3.170033417,3.181726695,3.136633847,2.844253487,2.921770561,2.859945577,2.629764626,3.853580767,3.512944912,2.684277355,2.91030186,2.785663582,2.669255,3.12365687,3.858863631,2.97738488
OR51F2,3.795831491,4.203577171,3.561296315,3.728105869,3.984969389,3.687203442,3.754019131,3.276308895,3.736588412,3.718019813,3.411874422,4.05630231,3.932229761,3.49589743,3.668011186,3.280206565,3.718738404,4.313293773,3.658290601,3.641190619
OR51G1,2.829748294,3.418112224,3.164661992,2.841885222,3.417100814,2.885665508,3.286128663,2.902552648,3.363703861,3.392513522,2.731073237,3.117971839,3.213387094,3.521606016,3.488042743,3.315641995,3.706265978,3.429397162,3.298740853,3.400543461
OR51G2,3.001470764,4.059315145,3.335883084,3.899372728,3.429651379,3.733026812,3.495447223,3.404679163,3.768902192,3.575473086,3.562465737,3.651309192,3.447717472,3.625634683,3.901641019,3.45587094,3.196935406,4.188643349,3.76881567,3.657503544
OR51I1,3.60798341,4.635600762,3.749302051,4.789773423,4.39945729,3.644575198,3.697981392,4.079804243,4.276168964,3.927285125,3.588109519,4.055161736,4.269110418,4.066402225,3.858266235,3.759264369,3.740830829,4.496414257,4.458785774,3.595701638
OR51I2,2.777628872,4.215068372,3.732211414,3.572243683,3.744239084,3.767883093,3.208714945,3.311844651,3.714150804,3.158735117,3.933037455,3.192146249,3.445173989,2.820046106,3.97522428,3.267474698,3.636288219,4.199718976,3.241167323,3.459857459
OR51L1,2.434324056,2.590939898,2.516481117,2.76856551,2.145431039,2.422847559,2.815366637,2.634911879,3.21013142,2.793266388,2.756284267,2.453867135,3.227003315,2.486988852,2.571621585,2.500305727,2.68407071,2.819459199,2.909373629,2.642303616
OR51M1,3.3543932,3.902155789,3.721934018,4.156426311,3.526471957,3.448359496,3.464298147,3.314222619,3.375592476,3.644110084,2.828889465,3.161609048,3.422363147,3.501646553,3.854394081,3.078559538,3.149821203,3.68039048,3.068382524,3.15928572
OR51Q1,3.544222347,3.270651652,3.153874308,4.399942682,3.86478044,4.053261808,3.45571441,3.464327886,3.672160977,3.610084921,3.53333257,3.853580767,3.439332473,3.529807245,3.563489999,3.575886011,3.560676467,4.193671234,4.496493862,3.68572047
OR51S1,5.419953728,5.057396138,5.262736197,5.50073622,5.439610279,5.271806416,5.104756682,5.285006377,5.509608496,5.124717905,4.950522443,5.526017418,5.352945407,5.171266161,5.55655309,4.966178184,4.870259321,5.811134159,5.513750452,4.814744137
OR51T1,2.865373101,3.350479495,3.070334156,3.551763492,2.738108713,3.027552544,2.530215333,2.851329967,2.766501292,2.614641904,2.809010839,3.152325206,3.054108698,2.738973895,3.141498778,2.791615212,2.94539462,3.003766447,3.015089261,2.556993905
OR51V1,3.366351303,3.156903939,3.320130135,3.550776732,3.573437248,3.422369527,3.249979605,2.912383061,3.578315326,3.302390826,3.453481712,3.207428788,2.836583352,3.17831134,3.704172378,3.305882331,3.014169929,4.313856946,3.42508379,3.425353153
OR52A1,2.811553677,2.235890068,2.269156757,2.900653275,2.313676292,2.641053718,2.725044376,2.308635874,2.554608515,2.455414297,2.484784108,2.898880295,2.909658351,2.384902092,2.620117241,2.822837077,2.567090857,2.347703562,2.208452477,2.176368734
OR52A4P,2.828312612,3.126980188,2.678866594,2.528073794,3.117259249,2.813597722,3.33093542,3.06226848,3.147490976,3.271292551,2.853743073,3.114827336,2.793630495,3.114628568,3.225172168,2.94595272,3.110726929,2.970138495,3.375246333,3.197478255
OR52A5,2.281827202,2.482426175,2.095084416,3.038452141,2.141593325,2.294067084,2.12931301,2.250450064,2.307434013,2.459255907,2.348033266,2.166178871,2.820584341,2.273139418,2.378490882,2.034403891,2.162158509,3.792382444,2.817701109,2.033985753
OR52B1P,2.50318221,2.537079679,2.865296018,3.176063419,2.775107585,2.720904882,2.68330972,2.638312625,2.462719997,3.014750208,2.618214253,2.758821554,3.357105283,2.765382464,2.841288817,2.654619111,2.70347078,3.249844355,3.438077856,2.55681157
OR52B2,4.451997491,5.16680186,4.531638844,4.827305843,4.724232822,4.784626046,4.069357205,4.230268364,4.418150782,4.667125136,4.104726138,4.452710371,4.601732577,4.637612441,4.9571214,4.421741595,4.306183932,5.161831202,4.885330284,4.154692276
OR52B3P,4.200619455,3.934549586,4.107987434,3.968740492,4.102036908,3.638805352,3.984253462,4.536317277,4.214251313,3.957743989,4.250454014,4.078373059,4.091852581,4.32641793,4.10249758,3.84818233,3.861105902,4.730118269,4.232724161,3.779070762
OR52B4,3.312485398,3.792822705,3.57883843,4.239456472,3.360934673,3.306202809,3.063990461,3.415489065,3.540854485,3.818346175,3.87638525,3.512285774,3.57359834,3.784236941,3.667137552,3.741353993,3.669047475,3.859829501,4.146676381,3.787320262
OR52B6,4.172215279,4.598534695,3.732369763,3.914360127,3.400268159,3.967295889,3.511106223,3.408613246,3.609752216,3.766463736,3.932110057,4.04541824,3.509497772,3.800890563,3.808588391,3.763770055,3.514155585,3.414640325,4.374863985,3.481300612
OR52D1,3.68689948,3.50686895,3.659159683,3.997995123,3.716243416,3.564149773,3.716309847,3.087506467,3.923462269,3.919768454,3.706620506,4.132543881,3.856101132,3.549177598,3.498182849,3.990615669,3.963942793,3.870226789,3.671103753,3.890382009
OR52E2,3.632056638,3.460617524,3.445584649,3.896559885,3.671449936,3.366940443,3.548890658,3.275081325,3.816766305,3.729869463,3.384642993,3.2925928,3.754012863,3.402009779,3.287288373,3.286779939,3.64456335,3.990198204,4.161022527,2.66796074
OR52E4,3.458803458,3.923035877,3.448249813,3.753129205,3.815631616,3.297635826,3.316676439,3.444579867,3.228451131,3.489163399,3.188105522,3.308712193,3.66200276,3.72804428,3.687689738,2.823143912,3.433209584,4.40766631,3.81611545,3.281943779
OR52E6,2.8776577,2.647491374,2.890520772,3.019462427,3.110978397,3.020997819,3.470741489,3.407778899,3.569177267,3.549125191,2.640586484,3.433144011,3.699942051,2.735903612,2.775146117,3.223952801,3.130785758,3.10641202,3.087771309,3.230001706
OR52E8,2.854532835,3.487048317,2.233005093,2.851014755,3.115684502,2.99250657,3.102441563,3.660086944,2.828914248,3.993237747,2.697147698,2.386881015,4.324169307,2.650048968,3.269999652,3.553255995,2.774799443,2.928796085,3.371248007,2.662117534
OR52H1,4.581890845,4.556192461,3.677434401,4.299504215,4.073509167,4.445611417,4.187056458,4.648186447,4.099500745,4.454871533,3.917676484,3.854603895,4.286244446,4.237999035,4.188453486,4.107783843,4.346471454,4.119010017,4.253720421,4.10422494
OR52I1,2.792339514,3.395027122,2.611678766,2.867555247,2.719990659,2.670890053,2.695449396,2.522269072,2.841202282,3.031765685,2.716855736,3.495844968,2.920355279,2.795939778,2.875143902,3.048280895,2.885016414,2.675090737,3.179094076,2.733423924
OR52I2,2.986557001,3.360503039,2.810677823,3.239465504,2.714235853,3.374032386,2.756982986,2.531647441,2.891540724,2.796947685,2.745215647,2.916164444,2.881371699,2.632932778,3.372978663,2.604345463,3.138957617,3.174940692,3.230551876,2.644110114
OR52J3,3.438457703,3.789563823,3.524742201,3.905326264,3.392370086,4.00479731,3.393532716,3.194469347,3.729589844,3.156838546,3.550274595,3.751264801,3.685693857,3.27451205,3.675967395,3.781144093,3.146045069,3.236551167,3.915045132,3.739530555
OR52K1,3.676616689,4.033096481,3.441074423,3.620891776,3.953053671,3.526674365,3.38361918,3.299603224,3.48515682,3.118884601,3.303179758,4.045906503,3.33227793,3.471905775,3.996196434,3.842437664,3.602014492,3.632930582,3.791024636,3.400693824
OR52K2,3.55862338,4.240122482,3.391960442,3.648618111,3.462573172,3.25839393,3.125226647,2.98478823,3.182949589,3.623522159,3.006413557,3.842839414,3.05941996,3.447421971,3.414853823,2.973597251,3.27748814,3.399369652,3.315292288,3.091054911
OR52K3P,4.604790091,4.489159654,5.485340607,5.381718478,5.88765373,4.868929491,4.108246485,3.965072825,4.781191412,4.574676509,4.122035887,4.906729048,4.740304701,3.817931881,4.093059693,4.454294393,3.621459528,4.666484727,4.450221987,4.977784176
OR52L1,3.541710255,3.568439713,3.596748698,4.587076363,3.732719306,3.991736019,3.872203394,3.571090631,3.986679538,3.36266849,3.979289906,3.781115007,3.33589629,3.52002811,3.950509677,3.328630505,3.685873514,3.885339139,3.930507192,3.657883466
OR52M1,4.420449321,4.200839861,4.157666826,4.529805174,4.865024201,4.646205617,3.841826502,4.183004295,4.668817019,4.402667899,4.149980764,4.155733651,4.033628992,3.916841266,4.63835329,4.152109638,4.033274131,4.407464858,3.11232626,4.563206224
OR52N1,4.083954108,3.735492472,3.42743289,4.07889642,3.583337643,3.629923518,3.736745026,3.59704008,3.527894008,3.893695303,2.878976335,3.649608427,3.961736674,3.463442086,3.531869293,3.801171205,3.83120011,3.706166638,3.541765648,3.629053765
OR52N2,3.848055196,3.944024637,3.689397665,3.781323124,3.316267316,4.168780596,3.906703002,3.590234555,3.791282257,3.740151552,3.182980062,4.124063509,3.935481499,3.928188863,3.903498913,3.750116305,3.644838444,4.076965852,3.780194883,3.805405079
OR52N4,2.679840648,2.997043205,2.271766418,2.809803346,2.74091837,3.081807885,2.447889485,3.231806293,2.494630765,2.909872714,2.553122871,2.885560899,2.335927113,2.952341605,2.728063329,2.424045084,2.39842961,3.397241014,2.566658286,2.961649871
OR52N5,3.825127793,3.477163303,3.19406652,3.501997926,3.2973649,3.98365461,3.314666473,3.894132172,3.104088211,3.023667442,3.1347087,3.442737121,3.395090341,3.395067415,3.604517593,3.759683542,3.547704291,3.873260444,3.439916311,2.881664448
OR52R1,4.672326897,4.88587122,4.045426352,4.388372481,4.311708614,4.258336465,4.078351965,4.204165984,4.605744926,4.170049316,3.670089139,4.831224383,4.746876823,4.422704021,4.365534747,3.959135511,3.710293042,4.23332193,4.63122579,4.690587576
OR52W1,3.616578266,4.157361225,4.223929409,4.405997011,4.196527743,4.564679488,3.864331746,3.568196532,4.139877511,3.899539824,4.066365976,4.061547985,4.46816698,4.23554851,4.378908971,3.925020746,4.321708924,4.313302651,4.730237363,4.025816604
OR56A1,3.382862554,3.569133686,3.418092934,3.088751748,3.334877186,4.153766501,3.514585363,2.972850635,3.949630053,3.929627509,3.698006138,4.008824935,3.772046751,3.826399516,3.328036429,3.809692905,3.919182244,3.842433981,3.821108035,3.529492763
OR56A3,4.743765069,5.022875351,3.8769721,5.089581839,4.267643745,4.162033077,4.05213098,4.033964827,4.370288641,4.468452155,3.880282548,4.383532409,4.664082769,4.098493945,4.427092325,4.067032765,4.228602767,4.08979549,4.514162762,4.021984233
OR56A4,3.274734613,3.332906508,4.136810801,4.066308943,3.492301591,4.166630748,3.726801911,2.908497593,3.620779671,3.615693027,3.430176835,3.660009108,3.824820369,3.323251362,3.674830737,3.491750092,3.643349592,4.367078645,4.134656386,3.569778308
OR56A5,3.446570419,3.254625088,3.496739307,2.974159587,3.076693077,4.457341703,3.472721802,3.318270651,3.366423846,3.743769856,2.777510588,3.698334272,3.978770266,3.481917423,3.188579831,3.01918423,3.258418509,3.56254094,4.041364832,3.294767805
OR56B1,3.646073004,3.586652877,3.782579566,3.390162821,3.841756488,3.506101623,3.547036258,3.662415648,3.754245375,3.4204846,3.413423372,3.553885811,3.524311216,3.74146028,4.060132508,3.531792876,3.423915987,4.537389537,3.846466905,3.993100656
OR56B4,3.133226003,3.667466125,2.741205354,2.863759891,2.604807646,3.173042515,2.651362131,3.017141453,3.0449557,2.327117318,2.497610122,2.924107426,2.657025971,2.738251267,2.777880209,2.547728549,2.702810327,3.209170879,3.334198793,2.322087866
OR5A1,4.363640253,5.016875886,4.384713549,4.247880182,5.039957636,4.416997757,4.426132124,4.53500256,4.59832288,4.430914572,4.20511674,4.380863056,4.399629276,3.98637813,4.618623749,4.297926058,4.824742631,4.712858075,3.945849123,4.270471401
OR5A2,3.408528629,3.0561768,3.70725402,3.783151854,3.549710345,4.531833453,3.275859351,3.654041919,4.012571104,4.277826036,3.651433522,4.105894287,3.728158235,3.937794932,3.640968064,3.449923224,3.663111504,4.096651796,4.021880417,3.925779592
OR5AK2,2.998115136,3.064558507,2.38415913,3.120327245,3.362398054,3.037071463,2.630230349,2.915978253,2.421432488,2.576560097,2.750056045,3.329650796,2.795939415,2.49688721,3.27536935,2.699447931,2.706709427,2.649917936,3.060886285,2.691541539
OR5AN1,2.92958585,2.896998795,2.955445558,3.532497084,3.040599834,3.214658524,2.788913368,2.61968161,2.926917093,3.019937099,3.12599834,3.670506035,3.313773034,3.004882121,3.148528077,2.795546657,3.136349068,3.222132512,3.376042332,2.829255963
OR5AP2,3.34780998,3.269414527,2.623083381,2.366501982,2.404126847,2.975285935,2.800246045,2.507071516,2.991038074,2.845055187,2.541317216,2.936023752,2.520151713,2.576043544,2.885336124,3.185592422,2.50661606,3.046219555,3.039395114,3.070120126
OR5AR1,3.308010062,3.377196024,3.430066581,2.984523728,3.71721432,3.760115539,3.306714388,3.399727028,3.509116315,3.667183204,3.412615516,3.524333582,3.178015188,3.507281596,3.344842054,3.411925447,3.540421412,4.256622365,3.757551626,3.639682186
OR5AS1,2.379853403,3.797870133,2.894425133,3.072103351,2.540190942,3.258099451,2.498865728,2.788504929,2.732193151,2.450418586,3.017379731,2.856158741,3.36525135,2.675172774,2.727690479,2.473568247,2.779465273,2.879938551,3.248940421,2.993185298
OR5AU1,3.72534417,4.87446295,3.931291126,4.464516044,3.881917037,4.332541236,3.853290756,4.009275258,4.226626413,3.846249089,3.712017476,4.278913598,4.223477787,4.11277072,4.032889386,3.82441305,3.869254797,4.48482584,4.215261044,4.271275774
OR5B12,3.133633564,3.372533449,2.897394522,3.592759526,2.779917835,3.812340506,2.871860371,2.975679172,3.304002897,3.00588777,2.96921958,3.643955196,2.859018107,3.079325226,3.158121268,2.862785288,3.025515511,3.921599195,3.675967701,3.091690582
OR5B17,3.533090029,2.861572411,2.584890314,3.067041189,3.249155121,2.909853134,2.803545768,2.520185283,2.745631123,2.321339745,2.756429087,2.626255674,3.073922097,2.76885139,2.644222166,2.712356896,2.657884348,3.267161901,3.121920162,2.778503217
OR5B2,2.181959792,2.320627634,2.624631174,2.603701323,2.803318218,2.196664747,1.949346911,2.659680633,2.687741527,2.373591556,2.27402796,2.632446374,2.525707074,2.149914965,2.777117125,2.458271305,1.994887293,2.967505139,2.873677256,2.253721378
OR5B21,2.791812088,2.964540198,2.964400966,3.264392922,3.210878677,3.464815535,2.575861346,2.750843063,3.136209125,2.73986912,2.693086015,2.712355896,2.882131423,2.886320695,3.787886413,2.822509881,3.154352641,3.625911623,3.352258337,2.711487713
OR5B3,2.990498829,2.98364445,3.146582897,2.754774021,3.093841764,3.003043221,2.879268865,2.616729722,2.955048291,3.078864312,2.595505416,3.26377997,2.849538102,3.024072408,3.481341523,2.718134056,3.199069925,2.684816413,3.195099184,2.986248858
OR5D13,2.092865052,2.366501982,2.010984745,1.852176194,2.387758432,3.004592696,2.370301418,2.152058725,2.628955062,2.588919593,2.197864887,2.166962877,2.351221788,2.168395632,2.405412313,2.414699114,2.25564086,2.333474965,3.062545608,2.462512203
OR5D14,3.060134234,2.989279519,3.16950103,3.814269568,3.590282083,3.441942584,3.22973335,3.536606576,3.091629237,3.299300453,3.487243743,3.141400833,3.517345087,3.518044628,3.323224695,3.293086326,3.064201822,3.808778909,3.812450461,3.276401123
OR5D16,3.848641995,3.693729156,3.660659397,3.634481892,3.854954398,3.872162625,3.335840336,3.412552335,3.799681604,3.7158087,3.366461296,4.186629189,3.798425251,3.336707439,3.51330589,3.636295433,3.558285305,3.286819678,4.165748987,3.469318869
OR5D18,3.124212235,3.3400232,3.252420021,3.338476967,3.057105068,3.07254717,2.852986233,2.493132215,3.41244779,3.54719774,2.785797278,4.027149838,2.8375366,3.19845419,2.8747653,2.427016108,2.98475191,4.084997054,3.325211708,3.607038405
OR5E1P,3.45582671,3.561761197,3.107740747,4.228454194,3.139617413,3.246538029,3.14712525,3.287707349,3.098803025,3.621938628,3.241197215,3.276858593,3.255703944,3.339716132,3.683089793,3.062930722,2.865610209,3.896032341,3.741263026,3.744671679
OR5F1,4.010641564,4.840167126,4.14117563,4.196322096,3.97954089,3.94012862,3.667889792,3.546890334,3.6740907,3.832652329,3.72991569,3.933184237,4.227520323,3.693295889,4.126095161,3.638939211,3.694446329,4.152526317,4.036500681,3.447849039
OR5G5P,3.950746052,3.853478178,4.131254667,4.008357803,3.818060042,4.117105337,3.599182173,3.365046552,3.549731574,3.656582133,3.384955574,4.055378915,3.746509415,3.936001099,3.936430424,3.410240799,3.520173119,4.223576396,4.248697702,2.872560135
OR5I1,3.10877627,3.508033935,3.115985166,4.034014847,3.349683312,3.385374605,3.339208444,3.06144497,3.593163482,3.851033751,3.278109476,3.871319085,3.145985634,3.488756717,3.601271889,3.302915059,3.187754634,3.791918875,3.433586617,3.325265463
OR5J2,3.266769277,3.341578779,2.97058026,2.558507928,3.512765363,3.546385578,2.713020305,2.676299724,2.846247049,2.905717783,3.005594446,2.640463913,2.849768184,2.587930278,2.737659244,2.963748201,2.980660982,3.737332881,2.924855008,2.596256685
OR5L1,2.472301053,3.71139834,2.889904991,2.801600661,3.006885522,2.516208954,2.543408687,2.400142996,3.101975198,2.48214539,2.789246554,2.432228449,2.769153906,2.483775821,2.468367267,2.955432347,2.883050124,2.6897505,2.834866526,2.773273979
