Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
CA6,5.298030234,4.506382802,5.404281025,4.690891694,4.082572622,4.202631594,3.862136655,4.086879132,4.116948708,3.955210469,3.7083069,4.820244647,4.722297148,3.816497865,3.857905645,3.896579508,3.5907331,5.002492318,4.158807954,4.099013243
CA7,3.871324465,4.116150164,4.159611722,4.003265923,4.109380832,4.388176906,3.991781941,3.723277528,4.01324165,4.274654666,3.836939655,4.570903794,4.298789141,3.563211059,4.022964058,3.666689193,3.845315789,4.018820653,4.057255751,4.521295623
CAB39L,7.090908243,6.632095089,6.937116899,6.551347503,7.982725076,6.294822528,5.738692575,7.360762156,5.671177764,4.908604093,7.230522892,4.032252335,4.902245748,6.583803454,5.41288229,7.945233358,5.812064944,3.982621092,4.110132561,4.882664876
CABCOCO1,3.932961486,3.349801889,3.090033979,3.102671308,3.061631825,2.47872781,3.012658551,2.855097956,2.525747057,2.993143953,2.444789993,2.437517782,2.936076811,3.281422112,2.86439421,2.549750131,3.001920483,2.559300828,2.947251473,2.431039239
CABLES1,8.062701546,8.149542771,7.618164129,8.142161044,7.258617792,7.775777811,7.493100904,7.640072953,7.056336646,7.340289072,7.471126584,7.030985672,7.24876885,7.284864558,7.455666919,8.593409165,7.439645424,8.058016332,6.666724497,8.006102291
CABP1,4.734599507,4.869176843,5.029302504,5.012349275,4.967604722,4.698384872,4.170876585,4.33663288,4.463698683,4.620416276,4.130648722,4.956219456,4.790632023,4.345211491,4.77449901,4.535593257,4.378572351,5.086761184,4.720111527,4.593828694
CABP2,7.021837262,7.256914923,6.899280989,7.399071501,6.862467478,6.668837758,6.467374187,6.327932703,7.009264938,6.516875747,6.448063018,6.88380583,7.082971519,6.242716944,6.89805829,6.205598524,6.294093121,7.110467361,6.754796951,7.184874512
CABP4,6.359698899,6.533551779,6.030699202,6.071729336,6.365065795,6.796585364,6.098130002,6.174164937,6.376946874,6.761827499,5.826783043,6.399032683,6.462006552,5.967853251,6.370303549,6.128563648,5.996486002,6.58581151,6.603881278,6.599402891
CABP5,4.62604102,4.379342796,4.591498849,4.955058729,4.584884719,4.389732819,4.382290148,4.034418484,4.564306348,4.616591065,4.219994287,4.726149494,4.839650997,4.234140873,4.544413894,4.041903698,3.994260819,4.8626596,4.385913996,4.78908575
CABYR,6.065281291,5.704504201,5.683504732,6.138360137,5.674086559,6.256118211,7.128686594,5.882355052,5.171053053,5.326747953,6.801418506,5.400157898,5.361744577,5.81535348,5.351194523,7.300956647,7.929541275,5.269494293,5.350967651,5.974306051
CACHD1,7.85394039,6.962258555,7.86744247,7.816190808,7.001863132,6.671190389,6.869631877,8.670535109,6.623889579,6.118201918,6.373757456,4.980190573,6.930387054,8.297175021,6.084015329,5.350849408,6.024249697,6.138431219,5.603901262,5.825744497
CACNA1A,4.79891584,5.200390084,4.745699862,4.636782714,4.882187635,4.663032252,4.568288615,4.388567261,5.284378874,4.98431883,4.384941435,4.749460525,4.693808557,5.222587321,4.787002803,4.327130821,4.542654296,4.928076254,4.910887353,4.747383806
CACNA1C,5.82804279,5.459862422,6.466531447,5.606665243,6.018156458,5.481774122,6.163955917,6.413212837,7.265123738,6.721864423,5.613183955,6.833609631,6.231974316,7.055632318,5.310470326,5.58528498,6.234415219,5.159931354,6.510845351,6.189789274
CACNA1C,4.565652796,4.70284962,5.055122743,4.569244302,4.853909702,5.027156379,4.877505308,4.611781877,4.71085582,5.115402979,4.181231303,5.152739035,5.637173053,5.220806,4.155941407,4.30088604,4.478689545,4.606506877,5.38313468,4.663449168
CACNA1E,4.533596256,5.05187197,4.245876662,4.262647398,4.302238678,4.360408178,4.250723951,4.282716945,4.71254255,4.100995557,4.146601149,4.598789115,4.369796007,4.384538389,4.627481187,4.59403157,4.316048917,4.439857058,4.868550661,4.245828289
CACNA1G,4.883432844,5.578523726,5.461312126,5.078802248,5.035225552,5.087949835,5.001486398,4.713275428,5.004669077,4.45510875,4.525355241,4.485179381,5.230222295,5.532783354,4.813889994,4.376206656,4.797111525,4.91170815,4.863852297,5.028249845
CACNA1H,5.92680121,6.175091594,6.128960321,6.006315623,5.676237665,7.629155756,6.006856677,5.589682039,6.438052001,6.135770573,6.781110996,6.890491137,6.267966862,6.196701556,6.030476919,5.714779983,5.126025286,6.080681749,6.772587507,7.585777342
CACNA1S,4.047706396,4.221537824,3.802531252,3.82274964,4.08631241,4.188493624,3.88219513,3.469239502,3.958883926,3.764611578,3.682200884,4.351099747,3.985779261,3.692201402,3.782240276,3.830053117,3.834677189,4.179452236,3.659606881,3.491812343
CACNA2D4,5.173739686,5.589809432,5.106032133,5.247911999,5.61074947,5.280394377,5.144292027,5.089638715,5.32378137,5.143610341,4.750801776,5.081391255,5.238683074,4.928251754,5.162459651,4.824265873,5.216894647,5.636866254,5.484840513,5.237430139
CACNB1,5.841925395,6.279380982,5.556585989,5.905748909,6.080272365,5.903960003,5.479394652,6.772172442,5.967716795,6.35616553,6.808144821,5.826174908,5.944246983,6.039672926,5.46287529,5.992686631,6.304669319,6.521341005,6.20154653,5.709970161
CACNB2,5.134669907,5.137573917,6.144701471,5.146555433,5.335719899,4.782051977,5.03927628,5.295221516,5.365083639,5.192901368,4.815985233,5.452086162,5.481520946,5.388900409,5.309670735,6.594182066,5.46052535,5.093085429,5.478747893,4.729535732
CACNB3,6.335802756,6.527492717,7.39207167,6.607874791,5.957594758,8.431940567,7.635673749,6.952508196,7.881240411,7.240955033,7.869499951,6.793946292,6.735897299,7.395594802,8.923422969,9.569437839,7.519777659,7.198703148,8.198983159,7.108518096
CACNG1,4.764102105,4.860719788,4.565038841,5.080230757,4.721361676,4.967664851,4.39477742,4.091040916,4.530809974,4.448263168,4.022647289,4.476120807,4.805899733,4.526749146,5.684856468,5.397366753,4.25296176,5.478823606,4.568009358,4.544877733
CACNG3,4.22371415,4.430368168,4.144639302,4.784565435,4.361747236,4.287127435,4.261291398,3.936756198,4.248524114,4.465810045,4.265907202,4.322002215,4.057096617,4.081395717,4.587870831,4.000911506,4.373331511,4.647761176,4.22344781,4.277480052
CACNG4,6.122239107,6.287667341,7.462591774,6.248972912,7.202170777,10.94747273,7.663369811,6.845555471,7.316206569,7.187025206,6.242125325,7.655912234,5.919776858,8.333546505,10.51452895,8.800170466,6.329254104,6.649489135,7.534450327,6.561143611
CACNG5,4.990269064,4.684631426,4.424329452,4.971432808,4.709804717,4.542717406,4.318349715,4.473814726,4.727246697,4.381914655,4.347289205,5.110762962,4.194866058,4.619014288,5.055345374,4.111800452,4.112650453,4.955376522,4.653391427,4.377491164
CACNG6,5.553265655,6.085075575,5.326009665,5.331621743,5.648994138,5.516009932,5.228182103,4.769479988,5.159908369,5.576431264,6.024566509,5.726865742,5.741856,5.309400741,4.489640646,4.98984257,4.791592247,5.512741831,5.571327739,6.817429692
CACNG7,5.55976225,5.604723083,5.940753708,5.649310575,5.929014902,5.40795337,5.121403172,5.200352297,5.489944087,5.361246204,5.22210273,5.784728182,5.499864162,5.872155081,5.78598162,4.939220581,5.090999437,6.08487221,5.259344067,5.416105288
CACTIN,5.982225315,5.881889931,6.290245253,6.052370702,5.429198591,5.534330375,5.839693034,5.901000241,6.179807537,5.736599784,6.313073951,5.403095208,5.545249736,5.607302073,5.976859561,6.666392159,6.122928018,6.449984099,5.54682779,5.950464309
CACTIN-AS1,5.873987247,5.796592214,5.53365257,5.809277215,5.539215947,5.501986055,5.090142745,5.485635963,5.985851992,5.47472,5.382911726,5.283393732,5.815393893,5.368833291,5.766656863,5.232114351,5.2220799,6.416644168,5.285715473,5.426217109
CACUL1,8.446333966,8.407572856,8.548247149,8.247055447,8.996083101,9.154607853,9.313612362,8.858815517,8.266638369,8.447963442,8.787199614,8.533733666,8.146949852,8.808817155,8.256974696,8.715146315,8.215676951,8.427523941,8.448271417,8.159767229
CACYBP,7.61456254,7.401894845,7.400251697,7.483302275,7.249593237,7.669598386,7.499300037,6.981229908,7.116155439,7.871864238,7.285384453,7.275612912,7.27290079,7.588574099,6.853340365,7.700659533,7.275145565,8.286640582,7.740021615,7.404308766
CACYBP,9.183319569,8.734725839,8.763105216,8.744622121,8.189041257,9.163646861,9.100473277,9.003115132,8.499435438,8.689112748,9.495724442,7.839648573,8.571546453,9.527464071,8.846296496,9.834305835,9.151272037,9.71502547,8.526414423,9.385425821
CAD,6.271986229,6.55420388,7.614636087,6.220933635,6.174546385,7.351889405,7.356845751,7.24796447,7.394450006,7.378953854,7.761310811,7.525873085,7.138222823,6.967831783,7.645737431,7.727551746,8.500022571,8.083087449,7.42981673,7.000497838
CADM1,5.71676506,5.172533412,6.490021829,5.950601459,6.517468277,7.536346508,6.454243605,6.702531497,6.887735103,6.785505678,6.571547529,6.268923414,6.354547631,7.175758518,6.656566775,6.16152988,6.550520214,6.738014079,6.54537516,6.446092788
CADM3,5.791043901,6.893185633,6.030712637,5.974869759,5.73006913,5.423843506,5.809581208,6.385784122,5.546058856,5.275999291,4.838443466,5.400420069,5.61139967,5.734602674,5.54666511,5.059228352,4.541236074,5.73064132,5.513750452,5.239639239
CADM4,6.346772597,5.969589653,7.262810463,6.525920452,6.392146305,6.454466411,6.90967993,6.620807009,6.632019385,6.472976814,6.218285797,6.846438545,6.588334427,6.560308492,7.038093222,6.66452862,8.175894566,7.232365995,6.192230759,6.397172599
CALB2,8.658696853,8.572812544,6.095852033,8.679865339,5.414750848,4.52443391,5.584893131,5.841598443,5.726151489,4.826891631,4.528674993,4.581336022,5.278999888,4.890478554,5.504173967,6.190830381,5.629168593,6.151342329,5.0965856,5.927006906
CALCA,5.148756459,5.564339642,5.165683145,5.139989978,4.905955902,4.967216268,4.79947735,4.545722464,5.049302223,5.34417458,4.261744817,4.849539362,4.916993891,5.009107783,4.665300118,4.619638737,4.627029857,5.961420236,5.084138091,4.850477337
CALCB,4.765589331,4.845284478,4.200624865,4.715973139,4.937800461,4.098052906,4.160169026,4.337093547,4.490527035,4.857681009,4.07867067,4.109018181,4.859093275,4.380898212,4.944539663,3.877141166,4.044692004,5.369442431,4.422237453,4.34815765
CALCOCO1,8.581843508,8.499009493,8.4777882,8.782010138,8.18716543,7.888109942,8.106405956,9.053814093,8.852081069,8.305448246,8.173227768,7.700455265,8.531792573,8.45472497,8.289294991,7.989311897,8.229411519,8.278885615,7.837894039,8.134372588
CALCOCO2,8.741709415,8.730347984,8.63842164,8.666174627,8.651045642,8.330901776,8.693026599,9.073104341,8.520502563,8.555616431,9.609660816,8.210507872,8.444155674,8.931705197,9.139478374,9.01862017,8.541684018,7.769340709,8.438380978,8.451800539
CALHM1,4.881344693,5.192443794,4.552463168,4.684879534,4.593521064,4.610117123,4.353973778,4.226498446,4.512901525,4.862273182,4.066547673,4.250237843,4.541879343,4.661521264,4.473333584,4.622010593,4.396215847,4.35544953,4.447569423,4.557803766
CALHM2,8.424128242,9.089125607,7.880750344,8.636768421,7.618546184,7.81756253,8.456094633,7.916166456,8.46409332,8.026658364,7.640232077,7.451516048,7.784976775,8.031321506,7.862619448,7.776982516,8.225764462,7.311579478,8.229115767,7.929814952
CALHM3,4.683872116,4.929026596,4.54325351,5.037245302,5.008626532,4.567139372,4.540911843,4.593026168,4.571550318,4.667801574,4.473310529,5.290444918,4.623551577,4.776160759,4.950556742,4.539744511,4.468083627,5.328442913,5.018891923,4.869475824
CALM1,8.763406632,8.59383661,8.309559568,8.873319905,8.568991854,8.798246853,8.412384179,8.097357855,8.999980197,8.492161446,8.598866675,8.30932381,8.605873835,8.425041998,8.260396939,8.583015133,7.715353106,8.133528767,8.433500735,8.509265451
CALM3,9.667751874,10.43608443,9.902025222,9.780252161,9.476900474,9.925972518,9.890393879,9.730865094,10.10709731,9.405305502,10.22943701,9.9380281,9.552271704,9.909819937,10.36990074,9.930396314,10.29764705,10.08577121,9.353662867,9.885942268
CALML3,5.395226313,5.170599825,5.481384731,5.387447764,5.243192787,5.61019511,5.342173909,4.780494713,5.14099577,5.324352607,4.57879818,5.210847568,6.55599115,5.919389396,5.111037771,4.753329337,4.636081792,5.268131623,5.209993876,5.842616121
CALML4,6.213787131,6.761177355,5.598945466,6.551685457,5.702567145,5.785284812,5.30524525,5.616470745,5.199716215,5.204981019,6.081108463,4.815606974,5.9225646,5.195391393,5.483376282,6.20091636,6.294585648,6.640805408,4.969230663,6.054742207
CALML5,7.008069115,6.266561885,7.125537518,6.747276957,5.96975733,6.708445417,6.108021381,6.553763087,6.423672705,5.99020114,8.116059897,10.05793261,8.808187245,5.78734714,5.687059529,5.547591367,9.736403093,7.08986431,6.660874531,6.21041329
CALML6,5.072962246,5.221895469,4.435865317,5.266426595,4.738701248,5.367152797,4.631543786,4.489634403,4.793984515,5.290779415,4.419772725,5.300078218,5.154517314,4.427215255,4.910812091,4.990533262,4.655977606,4.656944952,5.594341695,4.997108965
CALR,10.36843113,10.19957267,10.53896832,10.43558886,8.912035229,10.12446163,10.2257389,10.04702621,10.39017665,10.41332033,10.38932486,9.833428856,10.43193635,10.12105408,10.18672906,10.69898772,10.84944095,10.33095191,10.23661171,10.25681979
CALR3,3.894141006,3.428451326,3.35152937,3.95061831,3.741044193,3.44753737,3.157162122,3.291228516,3.334866439,3.747741639,3.404701702,3.869861163,3.600490443,3.339842986,3.543690335,3.183393016,3.248203887,3.131635034,3.875975521,3.341410263
CALY,6.095186349,5.792752865,6.40616796,6.379372516,6.611568027,6.20708528,5.78779671,6.098891198,6.482734859,6.201205389,6.122161448,6.38828342,6.225668663,6.151224641,6.353482697,5.96835208,5.799977348,7.174888145,6.58359698,6.311262069
CALY,7.12423692,6.740498243,7.07017144,7.464215585,7.058996934,6.587935381,7.141366864,6.404375449,6.549828857,6.976635281,6.598243926,6.865341265,7.081279061,6.992742172,6.761994454,6.508292753,6.306585282,6.925653063,6.66458601,6.798122691
CAMK1D,6.794231499,7.590733692,6.399031817,7.187067508,6.304480739,7.237230765,7.473710844,6.316988569,7.637440355,7.484335329,6.321418722,7.100361074,7.673426923,7.393491047,6.912665297,6.803958157,6.783859179,7.747212944,6.747490868,7.14690401
CAMK1G,3.685172305,3.709519313,3.903322012,3.8914622,3.71557221,4.037054087,3.755051878,3.826678741,3.81035708,3.648992194,3.944066877,4.083033141,3.870667276,3.976733576,3.967825258,3.636153143,4.080117284,4.338633052,4.025315068,4.348545884
CAMK2G,7.156927198,7.226864292,6.986140602,7.128283729,6.171716569,7.207337113,6.922366831,6.942356711,6.931511108,6.622908654,6.845331245,6.738979569,6.894364774,6.885416478,7.03682808,6.69427579,6.722701191,7.000049823,7.375732791,6.645793472
CAMK2N1,8.921102737,8.3404156,8.582979918,8.681772211,9.427235654,9.861637212,9.185909141,9.381267564,9.190767751,9.047966958,9.425534981,9.203349641,9.023083771,9.874239408,9.771075776,10.58554165,6.604503717,7.467573577,9.078218807,9.593923952
CAMKK1,6.815000103,6.19032501,6.098739985,6.492283571,6.268882886,5.856248815,6.144468665,6.070575975,6.034750695,6.212515752,5.555454162,7.161269008,5.891130336,5.236330821,6.094847033,6.385207975,5.524969882,5.992441768,6.201070421,5.629974771
CAMKK2,7.379840051,7.476128865,7.503975165,7.414066847,6.380823321,7.268224278,7.448592105,6.912802629,6.89401355,6.970040875,7.373872899,6.203135272,6.734722222,6.976008275,6.59880287,7.816431176,7.111718282,7.167659839,6.618141526,6.606650073
CAMKMT,6.256566369,6.24425818,5.997734172,5.866252885,6.402429018,6.182230297,6.434052553,6.365858822,6.140131058,6.161373606,6.738388664,6.407420408,5.636859526,6.312362584,6.997334042,7.17056656,6.528656495,7.360025257,5.925374984,5.880717948
CAMSAP2,7.673864154,7.425471773,7.811115973,7.22484142,8.459735724,8.453349338,8.542260081,8.003639779,8.219858993,7.879616286,8.548308421,7.157914928,8.106646774,8.247834865,6.72626111,7.719482107,7.443031163,8.018520338,7.992384967,8.130909923
CAMSAP3,6.754457836,6.963894321,7.556159322,6.777984119,7.026999856,7.771066983,7.314729891,7.654367504,6.427624656,6.172242541,7.578486005,7.72635705,7.164952603,7.182494019,7.197544205,8.168741361,7.344350188,7.175913957,7.536828123,6.69899058
CAMTA1,5.50653266,5.127947445,6.526380911,5.514673901,6.074055102,6.761024348,6.542641714,6.446128092,6.143891971,5.666606209,6.155610527,5.537175419,5.688214743,6.205413375,6.056517364,6.527681392,5.378409821,6.212718032,5.268250424,6.048968542
CAMTA2,7.321722139,7.757541771,7.644255793,7.560227341,7.652356737,7.614611965,7.401845374,7.38150359,7.352317181,7.404358679,7.243233431,8.239799275,7.650087485,7.43945102,7.399375799,7.311058679,7.384292309,7.229813719,7.825721365,7.069205492
CAND1,8.574462862,8.094335804,8.899122081,8.214593319,8.953760352,9.501774503,9.056848908,9.048176843,8.822260906,8.392725325,9.305594164,8.851625327,8.680414225,9.197042748,8.999604736,9.711783918,8.525107603,8.342952779,8.655300164,9.46742734
CANT1,7.067297291,7.323959517,7.831914741,7.053295607,7.73438594,8.984072163,7.996309561,7.981476814,7.361448835,7.35580693,9.856979634,8.352612739,6.984894939,7.507899151,9.646919904,9.684460628,8.79664326,7.268041053,8.267479262,7.133948105
CAP1,11.04317978,10.99888846,10.78257657,10.98879594,10.59360177,10.91772595,11.48928687,10.94751008,11.27069632,10.82484462,11.23482197,10.65885514,10.75438781,11.06459892,11.09966306,10.95375277,11.48975154,10.53652534,11.14092784,11.18569445
CAPN1,8.246524758,8.340866238,8.783157847,8.562546449,7.688285692,8.79072787,9.04680649,9.028409474,8.909791632,8.226452197,9.400830316,8.0269943,8.487260518,8.539778573,9.208959288,8.781788177,10.17676261,9.066855951,8.96602935,8.11085102
CAPN12,4.988785746,5.350226638,5.274059829,5.478412696,4.903563371,5.884402734,4.887435918,5.015094195,5.118589317,5.255045784,5.112523709,5.373232497,5.464173125,4.839563994,5.469879933,5.52346774,5.998251337,5.291689485,5.809195673,5.19036339
CAPN15,6.385088474,6.596170397,6.511451573,6.749984592,6.266212414,6.350153492,6.398421206,6.284203277,6.654429145,6.662787618,6.531373294,6.716734958,6.303787341,6.243340308,6.591949033,6.367075788,6.368165078,6.95973237,6.483216369,6.614282271
CAPN2,9.716944128,9.298620752,9.317492224,9.949116895,8.876462375,7.651506458,9.559771808,9.325093437,10.24979799,9.109742502,9.028304296,9.372742688,8.807124819,9.42811449,8.531596631,8.423618283,9.116633216,9.930784226,9.386485456,9.585079802
CAPN5,6.349187027,6.50303414,6.316188307,6.098274551,5.769789204,6.19216049,5.957671412,5.366060918,6.054663276,6.123504933,5.463031335,6.698456657,6.205303113,5.876093378,5.505980572,5.61239935,5.662185084,5.800533775,6.013925286,5.886324136
CAPN9,3.86924345,4.097343017,3.547711949,4.22654333,3.72670879,4.069101414,4.966385917,4.055188352,3.323646044,4.092502494,4.091535282,3.805938455,3.954115397,3.549894356,4.447109275,4.127034445,4.454065317,3.597226196,4.194110696,4.573796844
CAPNS1,9.97878239,10.00577606,9.905051435,10.07613182,9.237639711,9.615598278,10.17011482,10.25869964,10.37696541,9.029229222,10.59122106,8.671211257,9.043240355,9.935746254,10.61750173,10.85493137,11.17141526,10.02433212,9.632428719,9.320347574
CAPNS2,4.133666302,4.069380789,3.7674353,3.740406391,3.909088242,4.101702019,3.657140298,3.982211681,3.956967801,3.389267162,4.112002979,4.173257513,8.06232936,4.095268148,4.119255833,3.81653071,4.306992908,3.76764022,4.341008044,4.051205603
CAPRIN1,10.46024601,9.982590523,10.69813182,10.31652485,10.36951537,11.29359932,11.18487563,10.84904669,10.20930402,9.928370094,11.47530126,10.93521089,10.13930961,10.83918896,10.37596808,11.20694182,10.65360928,10.63858835,10.09664145,10.18039349
CAPRIN2,5.398745322,6.235632034,4.995373131,5.671903612,5.731380068,4.501514653,5.16621701,5.752091235,5.645350436,5.534736845,5.765327425,4.538751113,5.274083964,5.866267828,4.768114383,5.008279415,6.26209883,4.963951706,5.532144183,5.711370817
CAPS,7.140815013,7.241433776,6.659283586,6.783326361,6.979962694,8.441105746,7.522459676,8.133186488,6.933395471,7.46719073,8.325643508,8.28745761,7.414697047,6.999694702,6.609289971,7.713810124,7.467775443,7.241419781,8.629655196,8.321883843
CAPS2,4.703222811,4.396539634,4.461649166,4.892078325,4.461007871,4.143722086,4.054977449,4.942082424,3.740874005,4.362028608,4.637985118,3.823317662,3.690817928,3.901919055,3.591890843,5.394049574,3.739726132,3.991482647,4.23929566,5.523560593
CAPZA1,7.874271906,7.967520309,7.469376325,7.81472812,7.826792834,8.558563738,7.703040782,7.751003088,7.838422392,7.632203289,8.398607714,7.801596046,7.84871086,7.724363455,8.247292,8.216869972,8.134944909,7.973668887,7.920330326,8.33296316
CAPZA3,2.650510088,2.45306118,3.412289046,2.537055009,2.957465963,2.068754707,2.577182585,2.470447931,2.130492891,2.130492891,2.126422457,2.413599639,2.149489341,2.381723376,2.297742688,2.171476472,2.048056387,2.600961277,2.752752396,2.205817898
CAPZB,10.18685352,10.6507596,10.01231698,10.43153927,9.047522158,10.05277492,10.2531906,10.38015319,10.95391168,10.38201524,10.70042779,9.361416026,9.897958832,10.41010082,10.94477866,11.13560943,10.73776602,9.854640811,9.68352841,10.04600653
CARD14,5.507290713,6.03195259,5.766847419,5.742212597,5.917471053,7.053549651,5.861999283,5.480027524,5.774293651,5.640706837,6.129599394,5.870483037,5.753977748,5.660172584,6.051881719,5.432715735,6.01224985,5.836323162,6.29939282,5.648064578
CARD16,5.447648022,6.046977044,4.318696717,5.339027837,3.620017497,4.386725576,3.656247456,3.819044849,4.047889633,4.87735901,3.345171174,4.44225039,4.535513726,3.836683882,4.183377965,3.520666092,5.103178636,3.939048456,4.837918241,4.819865962
CARD17,3.584064628,4.069370011,3.960020612,3.871608789,3.055951279,4.046273993,3.319950818,4.11265118,3.553384182,3.860309475,2.875160953,3.605640095,4.56294761,3.245894601,4.034421047,2.927885489,4.763119428,3.374858164,3.533165588,3.780465778
CARD18,3.009292049,2.783001015,2.905613165,2.795327844,3.040164646,2.912688798,3.064928798,2.638561028,2.82482018,3.232998932,2.796600925,4.004381999,4.255554993,2.814133428,3.118189287,2.989073464,3.017312761,2.810978281,3.520693006,3.14942879
CARD8,3.871714879,4.386548602,4.388614086,4.635897419,4.419263119,3.823035059,3.978683558,4.327749796,4.270108427,4.542278206,3.746998228,4.091691946,3.990865692,4.506238655,4.781517157,4.395420719,4.079226301,5.23948593,4.500263056,4.586484497
CARD8,7.870706725,8.343548131,7.644572778,7.536283653,6.999868157,6.854832553,7.337811074,7.472745584,7.8241804,8.121430335,7.555352797,7.333439368,7.684425461,7.603394798,8.145728318,7.988082902,7.361268731,8.280733753,7.058591961,7.70051312
CARHSP1,7.078884664,7.789753815,7.021939336,7.189345668,7.022497169,7.473536823,7.336782482,7.410871968,7.7182258,7.60976803,6.848134155,7.157309648,7.142903999,7.013759893,7.294547149,8.015407264,7.238090618,7.376018397,7.560606534,7.504304098
CARM1,7.579095525,8.117564921,7.53570832,7.750882936,7.254656693,7.316246249,7.901200762,7.306695957,8.093178377,7.814372292,8.013195126,7.859337246,7.11349757,7.883017715,7.700140762,7.799259569,8.699798676,7.815349835,7.91373757,7.608422306
CARMIL2,5.958978839,6.133694194,6.045478796,6.191089356,5.580352059,5.588523642,5.447948501,5.666937986,6.502305871,6.305038441,5.40286925,5.873788557,5.749873316,5.111858159,6.674649046,5.284938531,6.332772569,6.482678341,6.168852195,6.066646945
CARMIL3,5.175927419,5.146287881,5.408298098,5.328287302,5.100799496,5.158608904,4.926953146,4.997831736,5.099666973,5.105357169,4.574327175,5.502203367,5.072066797,4.840432558,4.983188414,4.832173553,4.943207665,5.176896512,5.460202482,5.331230054
CARNS1,5.482816554,5.532364375,5.279617033,5.707150471,5.831774747,5.099917419,5.022886418,4.743612193,5.197676676,5.021998762,4.590648735,5.503203939,5.522226445,4.959939135,5.274537668,5.367529728,4.939951128,5.494368025,5.216629809,5.078436144
CARS1,7.901037131,7.39887798,7.003290773,7.85925539,6.868854543,7.648396532,7.370402629,7.287287578,7.568003416,7.631301395,7.901730067,7.472996803,7.342739322,7.388806056,7.29077766,8.778247896,7.969005632,7.087994933,7.526616394,7.386332099
CARS2,7.666733203,7.839711351,7.297222431,7.908318973,7.222306729,7.880874674,7.401953474,7.319795168,7.57658485,7.497963183,7.931391713,6.860874518,6.808836303,7.303575581,7.125168525,7.193431046,8.722697648,7.064629079,7.062700413,6.972807859
CASC2,4.360645997,4.326480149,4.195720879,4.583309926,4.638163618,4.629307336,4.874985704,4.213991309,3.870109669,4.10090039,4.819734588,4.069617984,4.094488381,4.400867103,3.909618855,4.890613569,4.184989261,4.538645941,4.811063685,4.609588527
CASC3,8.586705374,8.490612874,9.131801868,8.557426379,8.480745526,8.258301032,8.577650494,8.95838676,8.574740741,7.946627176,9.43854882,9.642433177,9.756150598,8.558462295,8.37503221,9.24259108,9.187038448,8.580258842,7.604843898,8.745073501
CASKIN1,5.24447578,5.741760452,5.67147606,5.732054789,5.854869147,5.474050613,4.890810731,4.887487987,5.399040322,4.855441464,4.989970129,5.078980211,4.990123863,5.124912814,5.883118154,5.167054709,4.986741664,5.501203768,5.121456994,4.998462014
CASKIN2,6.740425973,6.630577107,6.997901359,6.768241421,6.440923946,6.027307831,6.610375323,6.751677391,6.910057083,6.08464335,7.780773794,6.55287138,6.705883057,6.63128155,7.378949576,7.130969999,7.393530881,6.673622764,7.195067003,6.167295741
CASP1,6.359236014,6.653947181,5.786508937,6.499994261,4.657936781,4.169502002,5.224636204,6.097482452,5.51170541,6.207502768,4.156541602,4.32111199,5.572858714,5.278237757,6.298483869,4.439334272,6.952049854,5.293306725,5.002831792,5.555378766
CASP12,3.392528001,4.118603012,3.314011639,3.89968786,3.420885513,3.181525845,3.110046088,2.867493968,2.918351505,3.138336213,2.837605364,3.459271858,3.254630164,3.338093585,2.967757415,2.868298023,2.788667917,2.834952605,2.991571133,2.960508733
CASP14,3.365510596,3.397292231,3.322109987,4.076762404,3.711395977,3.740748278,3.082891389,3.350986803,6.269145947,3.352425172,3.081367864,4.004381999,9.071066216,2.924541651,3.506967872,4.290440182,6.648452008,3.063873702,7.355134792,3.144639764
CASP4,8.276215879,8.768470369,7.907829486,8.067013047,7.191588423,7.082969412,7.849360444,7.972830992,8.060679196,7.754928022,7.908329599,6.808994304,8.023866481,7.70603483,8.237299256,6.344802122,8.054758555,7.24294596,7.186060528,7.72880048
CASP5,3.756798653,4.580204197,3.270718231,3.587408392,3.268455494,3.385330058,3.461795553,3.413846057,3.892180841,3.59725123,3.666217755,3.775126733,3.673364179,3.224382996,3.904113415,3.139392826,4.819840896,3.321194647,3.570290403,3.514845484
CASP7,7.345881543,6.845834401,7.04655232,7.174888462,6.882528548,8.051696759,7.251982475,7.407434071,7.140970581,6.736214754,7.492739465,7.007460878,7.052630434,7.037155667,7.553998516,7.364278175,6.804726486,6.532108119,7.299231942,7.051126523
CASP9,6.420501024,6.142284593,6.628209866,6.714798547,7.104118329,6.913791135,7.251608758,7.14443305,6.780932746,6.551945071,7.03810433,6.917646161,6.012711602,7.14454125,7.39383682,8.170125173,7.238839378,6.430445771,7.289104804,6.51817898
CASQ1,3.90668035,4.546558952,4.014672103,4.144972923,4.132127364,4.327718326,4.073385012,3.954238639,4.719572576,4.835008531,3.525995552,4.101631708,4.610863452,4.07472964,4.887943708,4.296462987,5.575942593,4.692028294,4.161196078,3.996276734
CASQ2,5.45378213,5.553996968,5.077228166,5.598017493,4.500656737,4.518887955,4.109021513,5.34076046,4.553026283,3.6521838,4.583648011,4.283773552,5.562946932,5.356046304,4.203326452,3.893973407,3.313209128,4.158933384,4.622530263,3.844802805
